0,1	100	0
0,11	99,9700025	0,03
0,12	99,94002	0,059982001
0,13	99,91005249	0,089946012
0,14	99,88009996	0,119892044
0,15	99,8501624	0,149820106
0,16	99,82023981	0,179730209
0,17	99,79033217	0,209622362
0,18	99,76043949	0,239496575
0,19	99,73056175	0,269352858
0,2	99,70069894	0,299191221
0,21	99,67085105	0,329011673
0,22	99,64101809	0,358814225
0,23	99,61120003	0,388598886
0,24	99,58139687	0,418365666
0,25	99,55160861	0,448114576
0,26	99,52183523	0,477845624
0,27	99,49207673	0,507558821
0,28	99,4623331	0,537254176
0,29	99,43260432	0,5669317
0,3	99,40289041	0,596591401
0,31	99,37319133	0,626233291
0,32	99,3435071	0,655857379
0,33	99,31383769	0,685463673
0,34	99,2841831	0,715052186
0,35	99,25454333	0,744622925
0,36	99,22491836	0,774175901
0,37	99,19530818	0,803711124
0,38	99,1657128	0,833228603
0,39	99,1361322	0,862728348
0,4	99,10656637	0,892210369
0,41	99,0770153	0,921674676
0,42	99,04747899	0,951121278
0,43	99,01795743	0,980550186
0,44	98,98845061	1,009961408
0,45	98,95895853	1,039354955
0,46	98,92948117	1,068730836
0,47	98,90001853	1,098089061
0,48	98,87057059	1,12742964
0,49	98,84113736	1,156752582
0,5	98,81171882	1,186057897
0,51	98,78231497	1,215345596
0,52	98,75292579	1,244615686
0,53	98,72355129	1,273868179
0,54	98,69419144	1,303103084
0,55	98,66484625	1,332320411
0,56	98,6355157	1,361520169
0,57	98,6061998	1,390702367
0,58	98,57689852	1,419867016
0,59	98,54761186	1,449014126
0,6	98,51833982	1,478143705
0,61	98,48908239	1,507255764
0,62	98,45983955	1,536350312
0,63	98,4306113	1,565427359
0,64	98,40139764	1,594486914
0,65	98,37219855	1,623528987
0,66	98,34301403	1,652553588
0,67	98,31384407	1,681560726
0,68	98,28468866	1,710550411
0,69	98,25554779	1,739522653
0,7	98,22642146	1,76847746
0,71	98,19730965	1,797414843
0,72	98,16821237	1,826334812
0,73	98,13912959	1,855237375
0,74	98,11006132	1,884122543
0,75	98,08100755	1,912990324
0,76	98,05196827	1,94184073
0,77	98,02294346	1,970673768
0,78	97,99393313	1,999489449
0,79	97,96493727	2,028287782
0,8	97,93595586	2,057068777
0,81	97,9069889	2,085832443
0,82	97,87803638	2,11457879
0,83	97,8490983	2,143307827
0,84	97,82017464	2,172019564
0,85	97,7912654	2,200714011
0,86	97,76237057	2,229391176
0,87	97,73349015	2,25805107
0,88	97,70462411	2,286693702
0,89	97,67577247	2,315319081
0,9	97,64693521	2,343927217
0,91	97,61811231	2,372518119
0,92	97,58930378	2,401091798
0,93	97,56050961	2,429648261
0,94	97,53172979	2,45818752
0,95	97,5029643	2,486709582
0,96	97,47421315	2,515214459
0,97	97,44547632	2,543702158
0,98	97,41675381	2,57217269
0,99	97,38804562	2,600626065
1	97,35935172	2,629062291
1,01	97,33067211	2,657481378
1,02	97,3020068	2,685883335
1,03	97,27335576	2,714268172
1,04	97,24471899	2,742635898
1,05	97,21609649	2,770986523
1,06	97,18748824	2,799320056
1,07	97,15889424	2,827636506
1,08	97,13031448	2,855935884
1,09	97,10174896	2,884218197
1,1	97,07319766	2,912483457
1,11	97,04466057	2,940731671
1,12	97,0161377	2,968962849
1,13	96,98762902	2,997177002
1,14	96,95913454	3,025374138
1,15	96,93065425	3,053554266
1,16	96,90218814	3,081717396
1,17	96,8737362	3,109863537
1,18	96,84529842	3,137992699
1,19	96,8168748	3,16610489
1,2	96,78846532	3,194200121
1,21	96,76006999	3,222278401
1,22	96,73168879	3,250339738
1,23	96,70332171	3,278384143
1,24	96,67496876	3,306411624
1,25	96,64662991	3,334422192
1,26	96,61830517	3,362415854
1,27	96,58999452	3,390392621
1,28	96,56169796	3,418352501
1,29	96,53341547	3,446295505
1,3	96,50514706	3,474221641
1,31	96,47689272	3,502130918
1,32	96,44865243	3,530023347
1,33	96,42042619	3,557898936
1,34	96,392214	3,585757694
1,35	96,36401583	3,613599631
1,36	96,3358317	3,641424756
1,37	96,30766158	3,669233078
1,38	96,27950547	3,697024606
1,39	96,25136337	3,724799351
1,4	96,22323527	3,75255732
1,41	96,19512115	3,780298523
1,42	96,16702102	3,80802297
1,43	96,13893486	3,835730669
1,44	96,11086266	3,863421631
1,45	96,08280442	3,891095863
1,46	96,05476014	3,918753375
1,47	96,0267298	3,946394178
1,48	95,99871339	3,974018278
1,49	95,97071092	4,001625687
1,5	95,94272236	4,029216412
1,51	95,91474772	4,056790464
1,52	95,88678698	4,084347851
1,53	95,85884014	4,111888583
1,54	95,8309072	4,139412668
1,55	95,80298813	4,166920117
1,56	95,77508295	4,194410937
1,57	95,74719163	4,221885139
1,58	95,71931417	4,249342731
1,59	95,69145057	4,276783722
1,6	95,66360081	4,304208122
1,61	95,63576489	4,33161594
1,62	95,6079428	4,359007185
1,63	95,58013454	4,386381865
1,64	95,55234009	4,413739991
1,65	95,52455945	4,441081571
